id,arabic,english,register,topic,priority
4d4ea2f5,أَنْتَ حَمَّسْتَنِي,You got me excited,msa,emotions,normal
b71c334c,كَانَ المَوْضُوعُ شَيِّقًا,The topic was fascinating,msa,emotions,normal
1caeb0af,فِي زَمَنِ …,In the time of …,msa,history,high
62d731a5,عُلُوم,sciences (n. pl.),msa,history,normal
cbe44ea1,طِبّ,medicine (the field),msa,history,normal
9c66c07a,عِمَارَة,architecture,msa,history,normal
b71d002f,تَتْرِيك,Turkification,msa,history,normal
c40ffada,ظُلْم,"oppression, injustice (n.)",msa,history,normal
1f4a3d10,قَوْمِيَّة,nationalism,msa,history,normal
0340bb11,… مِنْطَقَةٌ فِي … فِيهَا …,… is a region in … containing …,msa,history,high
4221d193,مِنْطَقَة,"region, area",msa,history,normal
0b86b6c3,فِي الفَتْرَةِ الأَخِيرَةِ مِنَ …,In the final period of …,msa,history,high
0f5a8b17,حُكْم,"rule, reign (n.)",msa,history,normal
4c58c7fe,قُصُور,palaces (n. pl.),msa,history,normal
6f308029,حَدَائِق,gardens (n. pl.),msa,history,normal
ef5c73f5,… لِكَيْ لَا …,… so that … not …,msa,daily_life,high
f9e37087,عِنْدَمَا نَتَحَدَّثُ عَنْ …,When we talk about …,msa,language,high
d5cd331a,نَافُورَة,fountain,msa,culture,normal
aae3eb2b,سَاحَة,courtyard,msa,culture,normal
de7a3b14,فِي وَسَطِ …,in the middle of …,msa,culture,high
71d98ea0,خَلِيفَة,caliph,msa,history,normal
aa15d3b4,العَصْر الذَّهَبِيّ,golden age,msa,history,normal
00e86276,حُقُول,fields (n. pl.),msa,history,normal
d329ffc0,هَنْدَسَة,engineering,msa,history,normal
3e59fe10,فَلَك,astronomy,msa,history,normal
9e6c0dd9,أَتَّبِعُ نِظامًا غِذائِيًّا صِحِّيًّا مُنْذُ …,I have been following a healthy diet for …,msa,health,normal
66dedfd2,أَتَجَنَّبُ نَوْعًا مُعَيَّنًا مِنَ …,I avoid a certain kind of …,msa,health,normal
d87ff02c,الطَّعام الدَّسِم,fatty food,msa,food,normal
93b3cf67,فِي الماضِي كُنْتُ … كَثيرًا,In the past I used to … a lot,msa,leisure,normal
51601151,كُرَة القَدَم,football,msa,leisure,normal
e86b2d61,كَثَّرْتُ مِنْ أَكْلِ … بَعْدَ مَرَضي,I started eating more … after my illness,msa,health,normal
f2ccfe04,خُضار,vegetables,msa,food,normal
9ca64e63,… لِأُحافِظَ عَلى صِحَّتي,… to look after my health,msa,health,normal
321153fe,سُكَّر,sugar,msa,food,normal
2d87013b,أَتَحَكَّمُ بِكَمِّيَّةِ …,I control the amount of …,msa,health,normal
0ce80f31,… الَّتي آكُلُها,… (f.) that I eat,msa,food,normal
68bfb778,كَمِّيَّة,"amount, quantity",msa,health,normal
fe14029b,أُحافِظُ عَلى وَزْني بِـ …,I keep my weight down with …,msa,health,normal
de24da34,وَزْن,weight,msa,health,normal
69f01aa8,رِياضَة,"sport, exercise",msa,health,normal
d14b9b72,الطَّعام الصِّحِّيّ,healthy food,msa,health,normal
a517957d,أَنا مُتَعَوِّدٌ عَلى …,I'm used to …,msa,daily_life,normal
e1ee537c,الاسْتيقاظ مُبَكِّرًا,waking up early,msa,daily_life,normal
c068762d,لا أَشْرَبُ الكُحُولَ,I don't drink alcohol.,msa,culture,normal
d748a6e6,… لِأَسْبابٍ …,… for … reasons,msa,culture,high
d6526205,صِحِّيّ,"health (adj.), healthy",msa,health,normal
c4ca40fe,دينِيّ,religious,msa,culture,normal
4d6affae,مِلْح,salt,msa,food,normal
c6ce9e2c,هَذِهِ الأَيّامَ,these days,msa,daily_life,normal
00b4e93e,أَقَمْتُ في الفُنْدُقِ … فَقَطْ,I stayed at the hotel for only …,msa,hotel,normal
fc61b638,… هُنا أَرْخَصُ مِنْ …,… here are cheaper than …,msa,money,normal
a6599223,سَيّارَة أُجْرَة,taxi,msa,taxis,normal
f75bb095,احْتَجْتُ إِلى …,I needed …,msa,travel,normal
1c912995,تَأْشيرَة,visa,msa,travel,normal
35fc4d84,لِدُخولِ البِلادِ,to enter the country,msa,travel,normal
749bb80c,ذَهَبْنا إِلى … في عُطْلَةِ نِهايَةِ الأُسْبوعِ,We went to … over the weekend,msa,leisure,normal
0a5cae66,شاطِئ,beach,msa,beach_and_vendors,normal
9517d780,أَعْطَيْناهُ بَقْشيشًا,We gave him a tip.,msa,dining,normal
21dd15a5,… لِأَنَّهُ ساعَدَنا كَثيرًا,… because he helped us a lot,msa,people,normal
11560523,بَقْشيش,"tip (n.), gratuity",msa,dining,normal
9adf255c,تَرَكَتِ … انْطِباعًا جَميلًا في نَفْسي,… left a beautiful impression on me,msa,emotions,normal
ce8e3e22,انْطِباع,impression,msa,emotions,normal
23ae6d61,… يُبْهِرُ كُلَّ زائِرٍ,… amazes every visitor,msa,sightseeing,normal
723cd9ce,مِعْمار,architecture,msa,sightseeing,normal
6fac4e80,أَحْتاجُ كوبَ قَهْوَةٍ في الصَّباحِ,I need a cup of coffee in the morning.,msa,daily_life,normal
a5f9f63b,… لِأَسْتَيْقِظَ,… to wake up,msa,daily_life,normal
4e945043,… تُشْبِهُ الجَنَّةَ,… (f.) is like paradise,msa,leisure,normal
d2275a8a,حَديقَة,"garden, park",msa,leisure,normal
84b3ade3,أُفَضِّلُ … عَلى …,I prefer … to …,msa,food,high
da34df5b,سَمَك,fish,msa,food,normal
cef3ed33,طازَج,fresh,msa,food,normal
16f670c1,مُجَمَّد,frozen,msa,food,normal
b9a026f8,جَرَّبْتُ … بِضْعَ مَرّاتٍ,I've tried … a few times,msa,food,normal
d1621ca8,مَحار,oysters,msa,food,normal
5e233603,تَحْتَوي عَلى …,"(it, f.) contains …",msa,food,normal
cf0a6052,بُروتين,protein,msa,food,normal
26d96142,غَنِيَّةٌ بِـ …,(f.) rich in …,msa,food,normal
193f6472,الدُّهون الصِّحِّيَّة,healthy fats,msa,food,normal
5301d981,أَخي أَصْغَرُ مِنّي بِـ …,My brother is … younger than me,msa,family,normal
e4ae798f,والِدي دَرَسَ … في …,My father studied … in …,msa,family,normal
796efa6e,أُحِبُّ …,I love …,msa,emotions,normal
a5eb2750,كُوسا,"courgettes, zucchini",msa,food,normal
27210a29,مَحْشِيّ,stuffed (adj.),msa,food,normal
20bdc824,أَرُزّ,rice,msa,food,normal
c86dcd25,لَحْم,meat,msa,food,normal
e14265ab,طَلَبْنا … مَعَ …,We ordered … with …,msa,dining,normal
7a9d363b,دَجاج مَشْوِيّ,grilled chicken,msa,dining,normal
117a165c,عَصَرْتُ … حَبّاتٍ,I squeezed … (pieces of fruit),msa,food,normal
1622d9a7,حَبَّة,"a piece, one (of fruit)",msa,food,normal
d8514148,قِراءَة,reading (n.),msa,leisure,normal
d9cc4bbf,شِتاء,winter,msa,leisure,normal
06eb29bb,اِلْتَقَيْنا في …,We met at …,msa,people,normal
b64242c8,… لِتَناوُلِ الغَداءِ,… for lunch,msa,food,normal
b7b547ab,اخْتَرْتُ فيلْمًا كوميدِيًّا,I chose a comedy film.,msa,leisure,normal
f1f9ba61,… لِنُشاهِدَهُ مَعًا,… for us to watch together,msa,leisure,normal
f6409ff0,الجَميعُ حَضَرَ … في الوَقْتِ المُحَدَّدِ,Everyone attended … on time,msa,work,normal
0359de32,اجْتِماع,meeting,msa,work,normal
af976a58,سَأَحْكي لَكَ عَنِ … بِالتَّفْصيلِ,I'll tell you about … in detail,msa,language,high
463d6871,يُحَرَّمُ عَلى المُسْلِمينَ …,Muslims are forbidden …,msa,culture,normal
14c3d391,لَحْم الخِنْزير,pork,msa,culture,normal
24b6af36,يَبْدَأُ المَطَرُ عادَةً في …,Rain usually starts in …,msa,leisure,normal
bc3f6fbe,كانُون الأَوَّل,December (Levantine name),msa,leisure,normal
b879559f,الجَوُّ بارِدٌ جِدًّا في …,The weather is very cold in …,msa,leisure,normal
e51e7934,كانُون الثّاني,January (Levantine name),msa,leisure,normal
c33d246f,الجِبالُ مُحيطَةٌ بِـ … مِنْ كُلِّ جِهَةٍ,The mountains surround … on every side,msa,leisure,normal
aa7018ae,… في الجِهَةِ المُقابِلَةِ لِـ …,… is on the side opposite …,msa,directions,normal
12f9b40b,نَسْكُنُ جَنوبَ … قُرْبَ …,We live south of … near …,msa,daily_life,normal
160b0e56,الطَّريق السَّريع,motorway,msa,travel,normal
e75e1c23,… مُفيدٌ جِدًّا لِلصِّحَّةِ,… is very good for your health,msa,health,normal
a99111f9,مَشْي,walking (n.),msa,health,normal
40962394,… أَجْمَلُ الفُصولِ في رَأْيي,"… is the most beautiful season, in my opinion",msa,leisure,normal
f61cf308,خَريف,autumn,msa,leisure,normal
8e2093e0,تَأْتي الحافِلَةُ كُلَّ … تَقْريبًا,The bus comes roughly every …,msa,travel,normal
a0d9fdf5,… القادِمَةُ مِنَ …,… (f.) coming from …,msa,leisure,normal
43c24b4b,… تَجْلِبُ المَطَرَ في …,… brings rain in …,msa,leisure,normal
ec490cc4,رِيح,wind,msa,leisure,normal
0bfbecca,في … تَنَوُّعٌ ثَقافِيٌّ كَبيرٌ,In … there is great cultural diversity,msa,culture,normal
9ae673a9,مَشْروع,project,msa,work,normal
48ec49e4,وَصَلَني … مِنَ …,I received … from …,msa,work,normal
5aa5f590,بَريد عاجِل,urgent email,msa,work,normal
68e69e07,شَعَرْتُ بِالمَلَلِ في …,I felt bored in …,msa,emotions,normal
0a17c100,يَرْوي جَدّي لَنا …,My grandfather tells us …,msa,family,normal
cce6ea0e,تَعَرَّفْنا عَلى … في الرِّحْلَةِ,We got to know … on the trip,msa,travel,normal
a82fdcf7,سائِح,tourist,msa,travel,normal
01b149a1,جِنْسِيَّة,nationality,msa,travel,normal
3f60f07c,أَزْعَجَني … طَوالَ اللَّيْلِ,… annoyed me all night,msa,emotions,normal
b12688be,ضَجيج,noise,msa,daily_life,normal
23184fdb,اشْتَرَيْتُ تِذْكارًا صَغيرًا لِـ …,I bought a small souvenir for …,msa,shopping,normal
a4a2a3d7,تِذْكار,souvenir,msa,shopping,normal
d53dd9f5,حَصَلْتُ عَلى خَصْمٍ جَيِّدٍ عَلى …,I got a good discount on …,msa,shopping,normal
7a2b3773,تَذْكِرَة الطّائِرَة,plane ticket,msa,travel,normal
73e9b5fc,في بَريطانِيا عادَةً نَقْضي إِجازَتَنا في …,In the UK we usually take our holiday in …,msa,leisure,normal
923a0051,وَصَلْنا إِلى … عَبْرَ …,We reached … via …,msa,travel,normal
1835eca7,طَريق جَبَلِيّ,mountain road,msa,travel,normal
a9bf79dc,كانَتْ تَجْرِبَةً مُمَيَّزَةً,It was a special experience.,msa,emotions,normal
407362fc,… لَنْ أَنْساها,… (f.) that I won't forget,msa,emotions,normal
227a3463,كانَتِ الأَجْواءُ رائِعَةً في …,The atmosphere was wonderful at …,msa,leisure,normal
ad55e4ee,… أَوَّلَ شَيْءٍ في الصَّباحِ,… first thing in the morning,msa,daily_life,normal
6a25374a,فِنْجان قَهْوَة,a cup of coffee,msa,food,normal
1c22ca91,بِطَريقَةٍ ما …,"Somehow, …",msa,language,high
3beddd50,نَجَحْنا في حَلِّ المُشْكِلَةِ,We managed to solve the problem.,msa,work,normal
1d6b4463,التَّعَلُّمُ أَسْهَلُ,Learning is easier.,msa,language,normal
4118ae18,… عِنْدَما تَكونُ مُسْتَمْتِعًا,… when you're enjoying it,msa,language,normal
0708f4ee,نَقْضي العُطْلَةَ في …,We spend the holiday in …,msa,leisure,normal
7326cdda,رِيف,countryside,msa,leisure,normal
2220f110,بَعيدًا عَنِ المَدينَةِ,away from the city,msa,leisure,normal
636f28f0,شَعَرْتُ بِحُزْنٍ عَميقٍ,I felt deep sadness.,msa,emotions,normal
66820d23,… عِنْدَ سَماعِ …,… on hearing …,msa,emotions,normal
5b127bca,حَقَّقْتُ حُلْمي بَعْدَ …,I achieved my dream after …,msa,work,normal
0a49ebc5,قَدَّمْتُ عَرْضًا قَصيرًا أَمامَ …,I gave a short presentation to …,msa,work,normal
aa19e945,خَطَرَ بِخاطِري أَنْ …,It crossed my mind to …,msa,emotions,normal
d6c9446a,أُحِبُّ … في وَقْتِ فَراغي,I like … in my spare time,msa,leisure,normal
2543acad,تَسَلُّق الصُّخور,rock climbing,msa,leisure,normal
f1fe9596,أَصْبَحْتُ … بَعْدَ تَخَرُّجي بِـ …,I became … [a period] after graduating,msa,work,normal
21e4f962,مُهَنْدِس,engineer,msa,work,normal
f138d5e3,… صَعْبٌ لَكِنَّهُ مُفيدٌ,… is hard but useful,msa,language,high
0c7d5a46,تَقَبُّل النَّقْد,accepting criticism,msa,work,normal
481a173f,وَجَّهَ إِلَيَّ انْتِقادًا بَنّاءً حَوْلَ …,He gave me constructive criticism about …,msa,work,normal
566b1ff6,تَنْتَشِرُ … في …,… (f.) are found all over …,msa,culture,normal
1a8fae6c,اسْتَقْبَلْنا ضَيْفًا عَزيزًا مِنَ …,We welcomed a dear guest from …,msa,people,normal
8b4dc684,خَطَرَتْ لي فِكْرَةٌ رائِعَةٌ لِـ …,A great idea for … occurred to me,msa,work,normal
12639e5a,نادِرًا ما …,Rarely … / I rarely …,msa,daily_life,normal
10ef8b8e,أَصْرَرْتُ عَلى …,I insisted on …,msa,people,normal
19873797,عَنْ طَريقِ …,"by way of …, via …",msa,language,high
f4042d4f,رَغْمَ …,despite …,msa,language,high
e3a1cd23,… بِشَغَفٍ كَبيرٍ,… with great passion,msa,language,normal
ae793dbb,… قَبْلَ أَنْ يَبْدَأَ المَطَرُ,… before the rain starts,msa,leisure,normal
8dfac8af,اللَّهْجَة المَحَلِّيَّة,the local dialect,msa,language,normal
a6de4262,واجَهْتُ صُعوبَةً في …,I faced difficulty in …,msa,language,normal
c188b669,لَمْ أَكُنْ أَفْهَمُ …,I didn't (used to) understand …,msa,language,normal
92de1235,لَمْ تَكُنِ … كَما تَخَيَّلْتُها,… was not as I had imagined it (fem.),msa,travel,normal
20a87f46,الجَميعُ ساعَدوا، حَتّى …,"Everyone helped, even …",msa,people,normal
6cc2f1bc,وافَقْتُ عَلى … بِشَرْطٍ واحِدٍ,I agreed to … on one condition,msa,work,normal
1e8b70e9,فَهِمْتُ … بِصُعوبَةٍ,I understood … with difficulty,msa,language,normal
496716dd,بِسَبَبِ …,because of …,msa,language,high
8f04b12a,سُرْعَة,speed (n.),msa,language,normal
a0ab50c7,والِدي جاءَ مِنَ …,My father came from …,msa,family,normal
be000798,حَياة أَفْضَل,a better life,msa,people,normal
8dbc2dfd,… مَعْروفٌ لِلْجَميعِ,… is known to everyone,msa,people,high
4f91dbc1,كَرَم,generosity,msa,people,normal
059a5a45,فَريقُنا يَجْتَمِعُ كُلَّ …,Our team meets every …,msa,work,normal
b06393b5,فَريق,team,msa,work,normal
563d4e0c,عِنْدي سُؤالٌ واحِدٌ,I have one question,msa,work,high
ae0eadf2,قَبْلَ أَنْ …,before …,msa,work,normal
8e55b4c1,أَقَمْنا في … لَيْلَةً واحِدَةً,We stayed in … for one night,msa,travel,normal
c66b0842,مُخَيَّم صَحْراوِيّ,desert camp,msa,travel,normal
5b6c07e1,… هِيَ أَجْمَلُ الأَوْقاتِ,… are the best of times,msa,family,normal
01b5e89b,جَلْسَة,"gathering, sitting (n.)",msa,family,normal
1cf9f882,كانَتْ … تَرْتَدي … دائِمًا,… always used to wear …,msa,family,normal
7687898e,عَباءَة,"abaya, cloak",msa,culture,normal
6c6d92c9,اشْتَرى … مِنَ السّوقِ القَديمِ,He bought … from the old market,msa,shopping,normal
69350664,ثَوْب تَقْليدِيّ,traditional garment,msa,culture,normal
40eab97e,طَريقَةُ العَيْشِ في … بَسيطَةٌ وَهادِئَةٌ,The way of life in … is simple and quiet,msa,daily_life,normal
f0fe129a,نَزورُ … في كُلِّ صَيْفٍ,We visit … every summer,msa,family,normal
9feedd46,مَزْرَعَة,farm,msa,family,normal
15b391a9,أَمامَنا … خِياراتٍ لِحَلِّ المُشْكِلَةِ,We have … options to solve the problem,msa,work,high
027dc736,يَبْدَأُ … في نِهايَةِ …,… begins at the end of …,msa,daily_life,normal
929f7531,التَّوْقيت الشِّتَوِيّ,"winter time, standard time",msa,daily_life,normal
fc61c1c2,نَحْنُ مُخْتَلِفانِ في الرَّأْيِ,We differ in opinion (dual),msa,people,high
619ba512,… لَكِنَّنا …,"…, but we …",msa,people,normal
38a6fd0a,أُفَضِّلُ أَنْ …,I prefer to …,msa,travel,high
e9a84ebb,مُسْبَقًا,in advance (adv.),msa,travel,normal
6fad33d5,أُخَطِّطُ لِرِحْلَةٍ طَويلَةٍ إِلى …,I'm planning a long trip to …,msa,travel,normal
59021bcd,سَنُسافِرُ إِلى … قَريبًا إِنْ شاءَ اللهُ,"We will travel to … soon, God willing",msa,travel,normal
91dbbb70,… الطّازَجَةُ أَلَذُّ مِنَ الجاهِزَةِ,Fresh … is tastier than ready-made (fem.),msa,food,normal
8da6ed89,طَعْمِيَّة,falafel (Egyptian),msa,food,normal
a76d51b4,اعْتَذَرْتُ عَنِ الحُضورِ بِسَبَبِ …,I apologised for not attending because of …,msa,work,normal
baf5ae35,ضِيق الوَقْت,"lack of time, time pressure",msa,work,normal
11708977,طَلَبَ الطَّبيبُ مِنّي …,The doctor asked me for …,msa,health,normal
4a277412,تَحْليل دَم,blood test,msa,health,normal
2e80f173,نَصَحَني الطَّبيبُ بِـ…,The doctor advised me to …,msa,health,normal
00c29709,أُضيفُ … إِلى …,I add … to …,msa,food,normal
e30751f7,زَنْجَبيل,ginger,msa,food,normal
feebbea2,كَبِد الدَّجاج,chicken liver,msa,food,normal
97c38eb3,سَبانِخ,spinach,msa,food,normal
ae7deab7,لِـ… فَوائِدُ كَثيرَةٌ,… has many benefits,msa,health,high
348bd2c2,أَضَعُ قَليلًا مِنَ … عَلى …,I put a little … on …,msa,food,normal
367285f1,خَلّ,vinegar,msa,food,normal
dbe54e4c,يَحْتوي عَلى …,contains …,msa,food,normal
751333d0,حَديد,iron (n.),msa,food,normal
bad678d2,يَتَكَوَّنُ … مِنَ …,… consists of …,msa,food,normal
eab112fc,عَدَس,lentils,msa,food,normal
d95d6f25,… مَعْروفونَ بِـ…,… are known for …,msa,people,high
4b03adfc,نُكْتَة,joke,msa,people,normal
7e1ec864,نَشْتَري … مِنَ المَحَلِّ القَريبِ,We buy … from the nearby shop,msa,daily_life,normal
534cb1f6,… أَكْلَةٌ مِصْرِيَّةٌ شَعْبِيَّةٌ,… is a popular Egyptian dish,msa,food,normal
f279843f,كُشَرِيّ,koshari,msa,food,normal
6659df3a,أَكَلَتْ زَوْجَتي … عَلى الغَداءِ,My wife ate … at lunch,msa,food,normal
1182c275,فُول,fava beans (ful),msa,food,normal
4f92bc1c,… حُلْوَةٌ جِدًّا في الصَّيْفِ,… is very sweet in summer (fem.),msa,food,normal
58ddc18f,مانْجا,mango,msa,food,normal
a487e591,جَرَّبْتُ … في …,I tried … in …,msa,food,normal
9b65453a,جَوافَة,guava,msa,food,normal
b6d78d31,… مَشْروبٌ مُهَدِّئٌ,… is a calming drink,msa,food,normal
4a857c9e,كَرْكَديه,hibiscus,msa,food,normal
bedf698a,نُفْطِرُ عَلى … في رَمَضانَ,We break our fast with … in Ramadan,msa,culture,normal
d3936feb,تَمْر,dates (fruit),msa,food,normal
678c7c0f,… يُؤْكَلُ مَعَ …,… is eaten with …,msa,food,normal
80d1c3be,بابا غَنّوج,baba ghanoush,msa,food,normal
e5ac196b,… سَلَطَةٌ خَفيفَةٌ مِنَ …,… is a light salad of …,msa,food,normal
77388aee,تَبّولَة,tabbouleh,msa,food,normal
e0731691,بَقْدونِس,parsley,msa,food,normal
f0993588,بُرْغُل,bulgur,msa,food,normal
d870f956,فَتّوش,fattoush,msa,food,normal
53316310,خُبْز مُحَمَّص,toasted bread,msa,food,normal
26aa7e38,يَحْتَفِلُ … بِـ…,… celebrate …,msa,culture,normal
e28f94f0,عيد المِيلاد,Christmas,msa,culture,normal
8dffe3e4,وُلِدَ … في …,… was born in …,msa,history,normal
0654c637,عَلَيْهِ السَّلامُ,peace be upon him,msa,culture,normal
2837c0c4,صَلّى المُسْلِمونَ صَلاةَ العيدِ في …,The Muslims prayed the Eid prayer in …,msa,culture,normal
949c60a3,حَضَرْنا عُرْسًا كَبيرًا في …,We attended a big wedding in …,msa,family,normal
01aa38e7,عُرْس,wedding,msa,family,normal
89e66e03,قَرَأْتُ مَقالًا مُثيرًا لِلاهْتِمامِ عَنِ …,I read an interesting article about …,msa,culture,normal
cba5a53d,لِهَذا السَّبَبِ …,"For this reason, …",msa,people,high
3cd611b3,تَعَرَّفْتُ عَلَيْهِ,I got to know him,msa,people,normal
65d5c89c,الأَهَمُّ أَنْ …,The most important thing is to …,msa,people,high
bd86f08c,… مَهْما حَدَثَ,… no matter what,msa,people,high
5556f73f,… لِأَوَّلِ مَرَّةٍ,… for the first time,msa,travel,normal
72d93e8b,الدَّرَجَة الأُولى,first class,msa,travel,normal
8541185b,… أَرْخَصُ بِكَثيرٍ,… is much cheaper,msa,travel,normal
0dc4aed4,الدَّرَجَة الثّانِيَة,second class,msa,travel,normal
047f578c,تَذْكِرَة,ticket,msa,travel,normal
6de96091,لاحَظْتُ تَحَسُّنًا واضِحًا في …,I noticed a clear improvement in …,msa,language,normal
a6a8b014,نَتَناوَلُ العَشاءَ مَعًا كُلَّ …,We have dinner together every …,msa,family,normal
65d7feb5,أُغادِرُ في السّاعَةِ …,I leave at … o'clock,msa,daily_life,normal
08cb6d8b,يَلْعَبُ الأَطْفالُ بِـ…,The children play with …,msa,leisure,normal
3cc293e2,طائِرَة وَرَقِيَّة,kite,msa,leisure,normal
a053d4aa,يَلْعَبُ الأَطْفالُ في … بَعْدَ المَدْرَسَةِ,The children play in … after school,msa,family,normal
060f71bb,الحَديقَة العامَّة,the public park,msa,leisure,normal
90ac42c0,… مِهْنَةٌ تَحْتاجُ إِلى …,… is a profession that needs …,msa,work,normal
c66cb524,تَدْريس,teaching (n.),msa,work,normal
b040e556,المَوْضوعُ مُعَقَّدٌ,The topic is complicated,msa,emotions,high
c6d597d7,يَحْتاجُ إِلى وَقْتٍ لِفَهْمِهِ,It needs time to understand,msa,emotions,normal
bcc3954f,… يَبْعُدُ … بِالسَّيّارَةِ عَنِ …,… is … by car from …,msa,travel,normal
23537fda,مَطار,airport,msa,travel,normal
f6358fd0,تَحَسَّنَتْ صِحَّةُ … كَثيرًا بَعْدَ …,…'s health improved a lot after …,msa,health,normal
937fedf4,عَمَلِيَّة,operation (surgery),msa,health,normal
f5fa9fc6,مَسْأَلَة,"matter, issue (n.)",msa,work,normal
199ef786,… أَهَمُّ مِنَ …,… is more important than …,msa,language,high
fe1da64d,المَدينَة القَديمَة,the old city (n. phrase),msa,sightseeing,normal
29e2edb8,قُمْنا بِزِيارَةِ لَهْوٍ إِلى …,We made a leisure visit to …,msa,leisure,normal
183d47ff,أَنا شَخْصٌ …,I am a … person,msa,emotions,normal
29cea2b2,لا أُحِبُّ …,I don't like …,msa,emotions,normal
367a72bf,هادِئ,"calm, quiet (adj.)",msa,emotions,normal
db3a5bca,كِلاهُما يُشاهِدانِ المُبارَياتِ مَعًا كُلَّ …,Both of them watch the matches together every …,msa,leisure,normal
4b33000d,غَدًا عُطْلَةٌ رَسْمِيَّةٌ بِمُناسَبَةِ …,Tomorrow is an official holiday for (the occasion of) …,msa,culture,normal
c60decc5,لا أَرْتَدي مَلابِسَ رَسْمِيَّةً,I don't wear formal clothes,msa,work,normal
d9ae2a1b,سِياسَة,politics (n.),msa,people,normal
81b0d8f1,غَريب,stranger (n.); strange (adj.),msa,people,normal
7eb886f6,أَتَوَقَّفُ عَنِ العَمَلِ في السّاعَةِ … مَساءً,I stop working at … in the evening,msa,work,normal
3695669f,أَجْلِسُ في الطَّبيعَةِ,I sit in nature,msa,leisure,normal
22170277,… لِأُريحَ ذِهْني,… to rest my mind,msa,leisure,normal
d6038654,ذَهَبْتُ مِنَ … إِلى …,I went from … to …,msa,travel,normal
d2950b15,بِالقارِبِ، لَيْسَ بِالطّائِرَةِ,"by boat, not by plane",msa,travel,normal
9ea3b1c9,سَنَتَقابَلُ في …,We will meet in …,msa,travel,normal
51a0576a,سَأَكونُ في … يَوْمَيْنِ فَقَطْ,I will be in … for only two days,msa,travel,normal
dbfd853f,بَعْدَ ذَلِكَ …,"After that, …",msa,travel,high
9ba863db,سَأَذْهَبُ إِلى …,I will go to …,msa,travel,normal
0c48551b,أُريدُ أَنْ أَتَجَوَّلَ حَوْلَ …,I want to wander around …,msa,travel,normal
f81fde0c,اسْتَعْمَلَ,"used (v.), to use",msa,language,normal
6e846c35,زِيارَة,visit (n.),msa,travel,normal
f9f54721,… نَشاطٌ مُمْتِعٌ في الإِجازَةِ,… is a fun activity on holiday,msa,leisure,normal
dac01dd3,القِطارُ يَصِلُ في السّاعَةِ …,The train arrives at … o'clock,msa,travel,normal
12b31915,الطّائِرَةُ تُقْلِعُ بَعْدَ … دَقائِقَ,The plane takes off in … minutes,msa,travel,normal
ad70a718,التَّجَوُّلُ في … مُمْتِعٌ,Strolling in … is enjoyable,msa,travel,normal
e010818b,هٰذِهِ جَوْلَةٌ جَميلَةٌ في …,This is a nice tour of …,msa,sightseeing,normal
7c1f310f,مَتْحَف,museum (n.),msa,sightseeing,normal
45d69cd8,أَدْرُسُ اللُّغَةَ مُنْذُ …,I have been studying the language for …,msa,language,normal
0dca76d8,أُحِبُّ الثَّقافَةَ العَرَبِيَّةَ,I love Arab culture,msa,culture,normal
3a76a730,أَحْلُمُ بِـ …,I dream of …,msa,emotions,normal
b0d9b481,سَمِعْتُ صَوْتَ اللُّغَةِ مِنْ …,I heard the sound of the language from …,msa,language,normal
9c60e4ec,لَمْ نَكُنْ نَتَحَدَّثُ … في المَنْزِلِ,We didn't speak … at home,msa,language,normal
5e7b189b,كانَ هُناكَ نَقْصٌ في …,There was a lack of …,msa,emotions,high
c244302b,أَظُنُّني …,I think I …,msa,emotions,high
6f1de74e,قَرَّرْتُ أَنْ …,I decided to …,msa,culture,normal
31acce13,كانَ لَدَيَّ أَسْئِلَةٌ كَثيرَةٌ,I had many questions,msa,family,normal
038556cf,الأَطْفالُ يَتَعَلَّمونَ جَيِّداً,Children learn well,msa,language,normal
6b61520e,عِنْدَما تَكونُ … مُمْتِعَةً,when … is enjoyable,msa,language,normal
2a275a9d,إِنْ شاءَ اللهُ نَلْتَقي يَوْمَ … القادِمِ,God willing we'll meet next …,msa,greetings,normal
4094aea2,… بِقَدْرِ اسْتِطاعَتي,… as much as I can,msa,people,high
743ce45d,… واجِبٌ عَلَيْكَ وَلَيْسَ هِوايَةً,"… is a duty upon you, not a hobby",msa,language,normal
d98eefb4,الشَّرْق الأَوْسَط,the Middle East,msa,family,normal
68c04df7,عائِلَتُنا مِنَ …,Our family is from …,msa,family,normal
057c471c,نَسينا صِلَتَنا بِأَقارِبِنا في …,We forgot our bond with our relatives in …,msa,family,normal
d610e3bc,صِلَة,"bond, connection (n.)",msa,family,normal
c89a56a0,أَيْنَ أَنْتَمي؟,Where do I belong?,msa,emotions,normal
1bb42d77,أَشْعُرُ أَنّي أَنْتَمي إِلَيْهِ,I feel that I belong to it,msa,emotions,normal
5dc211fd,… وُلِدَ ابْناً لِثَقافَةٍ أُخْرى,… born a child of another culture,msa,emotions,normal
cf362a0c,كُنّا مَرْضى لِفَتْرَةٍ طَويلَةٍ,We were sick for a long time,msa,health,normal
237d5b29,تَكَلَّمْتُ كَثيراً مَعَ النّاسِ بِالعَرَبِيَّةِ,I spoke a lot with people in Arabic,msa,language,normal
7009bc56,غَوْص,diving (n.),msa,leisure,normal
ca11a15d,قارِب,boat (n.),msa,travel,normal
73a3dfb8,بَقيتُ بِجانِبِ … أَسْتَرْخي,I stayed beside … relaxing,msa,leisure,normal
